species_id,sciname,kingdom,phylum,tot_count_cells,cell_count_cutoff,num_countries,xbd
W-Msc-419992,Cosmioconcha nitens,Animalia,Mollusca,279,13.95,9,transboundary
W-Msc-419993,Costoanachis floridana,Animalia,Mollusca,102,5.1,2,transboundary
W-Msc-419998,Costoanachis sparsa,Animalia,Mollusca,903,45.15,18,transboundary
W-Msc-420001,Metulella columbellata,Animalia,Mollusca,357,17.85,11,transboundary
W-Msc-420002,Mitrella dichroa,Animalia,Mollusca,610,30.5,16,transboundary
W-Msc-420004,Nassarina glypta,Animalia,Mollusca,271,13.55,4,transboundary
W-Msc-420005,Nassarina metabrunnea,Animalia,Mollusca,94,4.7,7,transboundary
W-Msc-420006,Nitidella nitida,Animalia,Mollusca,463,23.15,15,transboundary
W-Msc-420008,Rhombinella laevigata,Animalia,Mollusca,412,20.6,10,transboundary
W-Msc-420010,Steironepion minus,Animalia,Mollusca,817,40.85,16,transboundary
W-Msc-420011,Steironepion moniliferum,Animalia,Mollusca,390,19.5,10,transboundary
W-Msc-420013,Suturoglypta iontha,Animalia,Mollusca,99,4.95,4,transboundary
W-Msc-420014,Suturoglypta pretrii,Animalia,Mollusca,91,4.55,7,transboundary
W-Msc-420016,Zafrona idalina,Animalia,Mollusca,390,19.5,10,transboundary
W-Msc-420017,Zafrona pulchella,Animalia,Mollusca,371,18.55,10,transboundary
W-Msc-420021,Fasciolaria bullisi,Animalia,Mollusca,20,1,2,transboundary
W-Msc-420024,Fasciolaria tulipa,Animalia,Mollusca,782,39.1,14,transboundary
W-Msc-420050,Teralatirus ernesti,Animalia,Mollusca,161,8.05,6,transboundary
W-Msc-420051,Triplofusus giganteus,Animalia,Mollusca,312,15.6,4,transboundary
W-Msc-420053,Busycon coarctatum,Animalia,Mollusca,14,0.7,3,transboundary
W-Msc-420056,Busycotypus plagosus,Animalia,Mollusca,72,3.6,3,transboundary
W-Msc-420057,Busycotypus spiratus,Animalia,Mollusca,117,5.85,4,transboundary
W-Msc-420061,Melongena corona,Animalia,Mollusca,75,3.75,3,transboundary
W-Msc-420062,Melongena melongena,Animalia,Mollusca,425,21.25,10,transboundary
W-Msc-420076,Turbinella angulata,Animalia,Mollusca,586,29.3,16,transboundary
W-Msc-420079,Vasum muricatum,Animalia,Mollusca,650,32.5,16,transboundary
W-Msc-420080,Thala foveata,Animalia,Mollusca,189,9.45,4,transboundary
W-Msc-420083,Vexillum gemmatum,Animalia,Mollusca,288,14.4,9,transboundary
W-Msc-420086,Vexillum styria,Animalia,Mollusca,795,39.75,16,transboundary
W-Msc-420087,Vexillum sykesi,Animalia,Mollusca,185,9.25,7,transboundary
W-Msc-420092,Mitra antillensis,Animalia,Mollusca,570,28.5,12,transboundary
W-Msc-420093,Mitra barbadensis,Animalia,Mollusca,868,43.4,17,transboundary
W-Msc-420095,Mitra nodulosa,Animalia,Mollusca,763,38.15,14,transboundary
W-Msc-420101,Jaspidella blanesi,Animalia,Mollusca,566,28.3,12,transboundary
W-Msc-420102,Jaspidella jaspidea,Animalia,Mollusca,647,32.35,12,transboundary
W-Msc-420105,Olivella bullula,Animalia,Mollusca,655,32.75,11,transboundary
W-Msc-420106,Olivella dealbata,Animalia,Mollusca,637,31.85,12,transboundary
W-Msc-420111,Olivella minuta,Animalia,Mollusca,625,31.25,12,transboundary
W-Msc-420113,Olivella nivea,Animalia,Mollusca,242,12.1,4,transboundary
W-Msc-420114,Olivella perplexa,Animalia,Mollusca,610,30.5,11,transboundary
W-Msc-420117,Olivella rotunda,Animalia,Mollusca,971,48.55,19,transboundary
W-Msc-420120,Olivella watermani,Animalia,Mollusca,1129,56.45,20,transboundary
W-Msc-420130,Gibberula lavalleeana,Animalia,Mollusca,629,31.45,12,transboundary
W-Msc-420132,Granulina hadria,Animalia,Mollusca,106,5.3,8,transboundary
W-Msc-420135,Pugnus serrei,Animalia,Mollusca,556,27.8,12,transboundary
W-Msc-420140,Eratoidea hematita,Animalia,Mollusca,474,23.7,12,transboundary
W-Msc-420144,Hyalina pallida,Animalia,Mollusca,414,20.7,11,transboundary
W-Msc-420147,Prunum amabile,Animalia,Mollusca,778,38.9,14,transboundary
W-Msc-420149,Prunum apicinum,Animalia,Mollusca,875,43.75,15,transboundary
W-Msc-420156,Prunum guttatum,Animalia,Mollusca,560,28,11,transboundary
W-Msc-420157,Prunum hartleyanum,Animalia,Mollusca,177,8.85,4,transboundary
W-Msc-420163,Prunum pruinosum,Animalia,Mollusca,657,32.85,16,transboundary
W-Msc-420169,Volvarina albolineata,Animalia,Mollusca,615,30.75,13,transboundary
W-Msc-420186,Volvarina subtriplicata,Animalia,Mollusca,650,32.5,15,transboundary
W-Msc-420189,Axelella smithii,Animalia,Mollusca,186,9.3,7,transboundary
W-Msc-420196,Trigonostoma tenerum,Animalia,Mollusca,369,18.45,10,transboundary
W-Msc-420198,Tritonoharpa lanceolata,Animalia,Mollusca,815,40.75,14,transboundary
W-Msc-420201,Conus arangoi,Animalia,Mollusca,104,5.2,4,transboundary
W-Msc-420225,Conus stimpsoni,Animalia,Mollusca,492,24.6,11,transboundary
W-Msc-420227,Hastula hastata,Animalia,Mollusca,671,33.55,12,transboundary
W-Msc-420230,Terebra acrior,Animalia,Mollusca,358,17.9,9,transboundary
W-Msc-420231,Terebra alba,Animalia,Mollusca,670,33.5,18,transboundary
W-Msc-420234,Terebra concava,Animalia,Mollusca,1212,60.6,20,transboundary
W-Msc-420237,Terebra glossema,Animalia,Mollusca,278,13.9,9,transboundary
W-Msc-420238,Terebra limatula,Animalia,Mollusca,245,12.25,4,transboundary
W-Msc-420240,Terebra mugridgeae,Animalia,Mollusca,20,1,1,singlecountry
W-Msc-420241,Terebra nassula,Animalia,Mollusca,1123,56.15,20,transboundary
W-Msc-420242,Terebra protexta,Animalia,Mollusca,843,42.15,13,transboundary
W-Msc-420243,Terebra taurina,Animalia,Mollusca,592,29.6,13,transboundary
W-Msc-420250,Glyphostoma epicasta,Animalia,Mollusca,577,28.85,11,transboundary
W-Msc-420251,Glyphostoma gabbii,Animalia,Mollusca,962,48.1,19,transboundary
W-Msc-420255,Glyphostoma pilsbryi,Animalia,Mollusca,145,7.25,6,transboundary
W-Msc-420258,Nannodiella oxia,Animalia,Mollusca,493,24.65,11,transboundary
W-Msc-420259,Nannodiella vespuciana,Animalia,Mollusca,1141,57.05,19,transboundary
W-Msc-420261,Cochlespira radiata,Animalia,Mollusca,888,44.4,19,transboundary
W-Msc-420263,Leucosyrinx subgrundifera,Animalia,Mollusca,323,16.15,9,transboundary
W-Msc-420264,Leucosyrinx tenoceras,Animalia,Mollusca,824,41.2,14,transboundary
W-Msc-420265,Pyrgospira ostrearum,Animalia,Mollusca,705,35.25,13,transboundary
W-Msc-420266,Crassispira tampaensis,Animalia,Mollusca,438,21.9,11,transboundary
W-Msc-420267,Crassispira cubana,Animalia,Mollusca,344,17.2,10,transboundary
W-Msc-420269,Crassispira fuscescens,Animalia,Mollusca,835,41.75,17,transboundary
W-Msc-420272,Hindsiclava alesidota,Animalia,Mollusca,677,33.85,14,transboundary
W-Msc-420274,Inodrillia acova,Animalia,Mollusca,142,7.1,6,transboundary
W-Msc-420281,Inodrillia nucleata,Animalia,Mollusca,468,23.4,9,transboundary
W-Msc-420286,Lioglyphostoma hendersoni,Animalia,Mollusca,760,38,14,transboundary
W-Msc-420289,Bellaspira pentagonalis,Animalia,Mollusca,453,22.65,10,transboundary
W-Msc-420291,Cerodrillia clappi,Animalia,Mollusca,21,1.05,6,transboundary
W-Msc-420292,Cerodrillia girardi,Animalia,Mollusca,185,9.25,6,transboundary
W-Msc-420293,Cerodrillia perryae,Animalia,Mollusca,486,24.3,11,transboundary
W-Msc-420294,Cerodrillia schroederi,Animalia,Mollusca,125,6.25,4,transboundary
W-Msc-420295,Cerodrillia simpsoni,Animalia,Mollusca,496,24.8,11,transboundary
W-Msc-420296,Cerodrillia thea,Animalia,Mollusca,1134,56.7,19,transboundary
W-Msc-420297,Cerodrillia verrillii,Animalia,Mollusca,484,24.2,9,transboundary
W-Msc-420304,Drillia wolfei,Animalia,Mollusca,369,18.45,8,transboundary
W-Msc-420306,Fenimorea halidorema,Animalia,Mollusca,910,45.5,16,transboundary
W-Msc-420307,Fenimorea janetae,Animalia,Mollusca,486,24.3,10,transboundary
W-Msc-420309,Fenimorea pagodula,Animalia,Mollusca,878,43.9,17,transboundary
W-Msc-420311,Fenimorea sunderlandi,Animalia,Mollusca,376,18.8,10,transboundary
W-Msc-420313,Leptadrillia cookei,Animalia,Mollusca,44,2.2,1,singlecountry
W-Msc-420315,Spirotropis lithocolleta,Animalia,Mollusca,1188,59.4,18,transboundary
W-Msc-420316,Splendrillia lissotropis,Animalia,Mollusca,1126,56.3,20,transboundary
W-Msc-420317,Splendrillia moseri,Animalia,Mollusca,550,27.5,11,transboundary
W-Msc-420321,Viridrillia hendersoni,Animalia,Mollusca,284,14.2,7,transboundary
W-Msc-420323,Bactrocythara asarca,Animalia,Mollusca,450,22.5,11,transboundary
W-Msc-420325,Brachycythara barbarae,Animalia,Mollusca,512,25.6,11,transboundary
W-Msc-420326,Brachycythara biconica,Animalia,Mollusca,621,31.05,12,transboundary
W-Msc-420329,Cryoturris adamsii,Animalia,Mollusca,331,16.55,10,transboundary
W-Msc-420330,Cryoturris cerinella,Animalia,Mollusca,512,25.6,11,transboundary
W-Msc-420331,Cryoturris fargoi,Animalia,Mollusca,491,24.55,11,transboundary
W-Msc-420332,Cryoturris quadrilineata,Animalia,Mollusca,399,19.95,11,transboundary
W-Msc-420335,Glyphoturris quadrata,Animalia,Mollusca,537,26.85,12,transboundary
W-Msc-420336,Glyphoturris rugirima,Animalia,Mollusca,982,49.1,14,transboundary
W-Msc-420341,Ithycythara cymella,Animalia,Mollusca,632,31.6,16,transboundary
W-Msc-420342,Ithycythara lanceolata,Animalia,Mollusca,825,41.25,13,transboundary
W-Msc-420343,Ithycythara parkeri,Animalia,Mollusca,351,17.55,9,transboundary
W-Msc-420344,Ithycythara psila,Animalia,Mollusca,799,39.95,16,transboundary
W-Msc-420345,Kurtziella atrostyla,Animalia,Mollusca,578,28.9,12,transboundary
W-Msc-420356,Pyrgocythara filosa,Animalia,Mollusca,267,13.35,10,transboundary
W-Msc-420362,Tenaturris inepta,Animalia,Mollusca,589,29.45,12,transboundary
W-Msc-420368,Daphnella corbicula,Animalia,Mollusca,994,49.7,18,transboundary
W-Msc-420373,Daphnella lymneiformis,Animalia,Mollusca,458,22.9,11,transboundary
W-Msc-420374,Daphnella margaretae,Animalia,Mollusca,374,18.7,11,transboundary
W-Msc-420377,Daphnella retifera,Animalia,Mollusca,656,32.8,13,transboundary
W-Msc-420380,Eucyclotoma stegeri,Animalia,Mollusca,346,17.3,10,transboundary
W-Msc-420386,Pleurotomella circumvoluta,Animalia,Mollusca,121,6.05,6,transboundary
W-Msc-420389,Pleurotomella ipara,Animalia,Mollusca,540,27,9,transboundary
W-Msc-420393,Strictispira paxillus,Animalia,Mollusca,499,24.95,15,transboundary
W-Msc-420395,Gemmula periscelida,Animalia,Mollusca,1091,54.55,24,transboundary
W-Msc-420396,Polystira albida,Animalia,Mollusca,1157,57.85,19,transboundary
W-Msc-420397,Polystira florencae,Animalia,Mollusca,879,43.95,16,transboundary
W-Msc-420398,Polystira tellea,Animalia,Mollusca,794,39.7,18,transboundary
W-Msc-420399,Polystira vibex,Animalia,Mollusca,837,41.85,21,transboundary
W-Msc-420400,Compsodrillia acestra,Animalia,Mollusca,636,31.8,13,transboundary
W-Msc-420403,Compsodrillia eucosmia,Animalia,Mollusca,838,41.9,14,transboundary
W-Msc-420404,Compsodrillia haliostrephis,Animalia,Mollusca,413,20.65,10,transboundary
W-Msc-420406,Compsodrillia tristicha,Animalia,Mollusca,681,34.05,15,transboundary
W-Msc-420409,Pilsbryspira leucocyma,Animalia,Mollusca,593,29.65,11,transboundary
W-Msc-420414,Rissoella caribaea,Animalia,Mollusca,625,31.25,15,transboundary
W-Msc-420417,Architectonica uruguaya,Animalia,Mollusca,429,21.45,5,transboundary
W-Msc-420420,Spirolaxis centrifugus,Animalia,Mollusca,529,26.45,12,transboundary
W-Msc-420421,Spirolaxis lamelliferus,Animalia,Mollusca,685,34.25,14,transboundary
W-Msc-420437,Boonea impressa,Animalia,Mollusca,824,41.2,15,transboundary
W-Msc-420438,Boonea seminuda,Animalia,Mollusca,1222,61.1,17,transboundary
W-Msc-420457,Odostomia laevigata,Animalia,Mollusca,1010,50.5,18,transboundary
W-Msc-420459,Pseudoscilla babylonia,Animalia,Mollusca,1127,56.35,18,transboundary
W-Msc-420464,Peristichia agria,Animalia,Mollusca,558,27.9,13,transboundary
W-Msc-420467,Petitilla crosseana,Animalia,Mollusca,345,17.25,9,transboundary
W-Msc-420476,Rissopsetia hummelincki,Animalia,Mollusca,195,9.75,6,transboundary
W-Msc-420480,Turbonilla conradi,Animalia,Mollusca,305,15.25,9,transboundary
W-Msc-420482,Turbonilla curta,Animalia,Mollusca,838,41.9,15,transboundary
W-Msc-420483,Turbonilla dalli,Animalia,Mollusca,299,14.95,8,transboundary
W-Msc-420487,Turbonilla hemphilli,Animalia,Mollusca,714,35.7,13,transboundary
W-Msc-420495,Turbonilla puncta,Animalia,Mollusca,746,37.3,15,transboundary
W-Msc-420497,Turbonilla pupoides,Animalia,Mollusca,1126,56.3,19,transboundary
W-Msc-420503,Turbonilla textilis,Animalia,Mollusca,390,19.5,10,transboundary
W-Msc-420508,Ringicula semistriata,Animalia,Mollusca,1377,68.85,23,transboundary
W-Msc-420509,Acteon candens,Animalia,Mollusca,655,32.75,12,transboundary
W-Msc-420511,Acteon delicatus,Animalia,Mollusca,665,33.25,15,transboundary
W-Msc-420512,Acteon incisus,Animalia,Mollusca,697,34.85,12,transboundary
W-Msc-420513,Acteon perforatus,Animalia,Mollusca,777,38.85,14,transboundary
W-Msc-420514,Japonactaeon punctostriatus,Animalia,Mollusca,705,35.25,10,transboundary
W-Msc-420516,Mysouffa cumingii,Animalia,Mollusca,1023,51.15,16,transboundary
W-Msc-420522,Bulla solida,Animalia,Mollusca,847,42.35,16,transboundary
W-Msc-420524,Haminoea antillarum,Animalia,Mollusca,626,31.3,13,transboundary
W-Msc-420526,Haminoea succinea,Animalia,Mollusca,899,44.95,14,transboundary
W-Msc-420528,Chelidonura hirundinina,Animalia,Mollusca,3788,189.4,54,transboundary
W-Msc-420530,Acteocina atrata,Animalia,Mollusca,421,21.05,11,transboundary
W-Msc-420531,Acteocina bullata,Animalia,Mollusca,1075,53.75,17,transboundary
W-Msc-420532,Acteocina candei,Animalia,Mollusca,1597,79.85,23,transboundary
W-Msc-420533,Acteocina inconspicua,Animalia,Mollusca,89,4.45,7,transboundary
W-Msc-420534,Acteocina lepta,Animalia,Mollusca,1710,85.5,25,transboundary
W-Msc-420536,Acteocina recta,Animalia,Mollusca,412,20.6,10,transboundary
W-Msc-420537,Cylichna verrilli,Animalia,Mollusca,1571,78.55,21,transboundary
W-Msc-420538,Acteocina bidentata,Animalia,Mollusca,2035,101.75,26,transboundary
W-Msc-420541,Scaphander pilsbryi,Animalia,Mollusca,791,39.55,9,transboundary
W-Msc-420542,Scaphander watsoni,Animalia,Mollusca,893,44.65,18,transboundary
W-Msc-420543,Gastropteron chacmol,Animalia,Mollusca,705,35.25,17,transboundary
W-Msc-420545,Philine infundibulum,Animalia,Mollusca,879,43.95,19,transboundary
W-Msc-420549,Retusa sulcata,Animalia,Mollusca,4380,219,39,transboundary
W-Msc-420551,Volvulella paupercula,Animalia,Mollusca,2044,102.2,28,transboundary
W-Msc-420553,Volvulella texasiana,Animalia,Mollusca,1085,54.25,13,transboundary
W-Msc-420554,Cylindrobulla beauii,Animalia,Mollusca,515,25.75,10,transboundary
W-Msc-420559,Corolla ovata,Animalia,Mollusca,993,49.65,18,transboundary
W-Msc-420565,Lobiger souverbii,Animalia,Mollusca,4248,212.4,49,transboundary
W-Msc-420571,Elysia cornigera,Animalia,Mollusca,1260,63,20,transboundary
W-Msc-420572,Elysia crispata,Animalia,Mollusca,600,30,14,transboundary
W-Msc-420573,Elysia patina,Animalia,Mollusca,724,36.2,16,transboundary
W-Msc-420574,Elysia serca,Animalia,Mollusca,772,38.6,15,transboundary
W-Msc-420575,Elysia tuca,Animalia,Mollusca,1099,54.95,21,transboundary
W-Msc-420577,Cyerce antillensis,Animalia,Mollusca,680,34,15,transboundary
W-Msc-420580,Costasiella nonatoi,Animalia,Mollusca,893,44.65,19,transboundary
W-Msc-420581,Costasiella ocellifera,Animalia,Mollusca,1007,50.35,17,transboundary
W-Msc-420583,Tylodina americana,Animalia,Mollusca,759,37.95,15,transboundary
W-Msc-420601,Jorunna spazzola,Animalia,Mollusca,397,19.85,15,transboundary
W-Msc-420607,Dendrodoris krebsii,Animalia,Mollusca,14,0.7,1,singlecountry
W-Msc-420610,Ceratophyllidia papilligera,Animalia,Mollusca,1402,70.1,20,transboundary
W-Msc-420619,Armina wattla,Animalia,Mollusca,440,22,10,transboundary
W-Msc-420630,Flabellina engeli,Animalia,Mollusca,569,28.45,14,transboundary
W-Msc-420632,Learchis poica,Animalia,Mollusca,794,39.7,14,transboundary
W-Msc-420637,Laemodonta cubensis,Animalia,Mollusca,472,23.6,12,transboundary
W-Msc-420644,Pedipes mirabilis,Animalia,Mollusca,650,32.5,17,transboundary
W-Msc-420653,Amphioctopus burryi,Animalia,Mollusca,414,20.7,10,transboundary
W-Msc-420658,Nucula calcicola,Animalia,Mollusca,118,5.9,4,transboundary
W-Msc-420659,Nucula callicredemna,Animalia,Mollusca,341,17.05,12,transboundary
W-Msc-420660,Nucula crenulata,Animalia,Mollusca,2389,119.45,34,transboundary
W-Msc-420662,Ledella solidula,Animalia,Mollusca,922,46.1,21,transboundary
W-Msc-420665,Nuculana concentrica,Animalia,Mollusca,864,43.2,14,transboundary
W-Msc-420674,Nuculana carpenteri,Animalia,Mollusca,1597,79.85,25,transboundary
W-Msc-420681,Tindaria amabilis,Animalia,Mollusca,598,29.9,13,transboundary
W-Msc-420690,Amygdalum sagittatum,Animalia,Mollusca,1475,73.75,19,transboundary
W-Msc-420694,Botula fusca,Animalia,Mollusca,1901,95.05,29,transboundary
W-Msc-420699,Gregariella coralliophaga,Animalia,Mollusca,2960,148,40,transboundary
W-Msc-420701,Lioberus castaneus,Animalia,Mollusca,477,23.85,11,transboundary
W-Msc-420705,Modiolus americanus,Animalia,Mollusca,826,41.3,15,transboundary
W-Msc-420707,Musculus lateralis,Animalia,Mollusca,1048,52.4,19,transboundary
W-Msc-420709,Acar domingensis,Animalia,Mollusca,4273,213.65,38,transboundary
W-Msc-420711,Anadara floridana,Animalia,Mollusca,662,33.1,12,transboundary
W-Msc-420712,Anadara notabilis,Animalia,Mollusca,727,36.35,12,transboundary
W-Msc-420713,Arca zebra,Animalia,Mollusca,1479,73.95,25,transboundary
W-Msc-420714,Barbatia cancellaria,Animalia,Mollusca,883,44.15,15,transboundary
W-Msc-420715,Bathyarca glomerula,Animalia,Mollusca,966,48.3,17,transboundary
W-Msc-420720,Fugleria tenera,Animalia,Mollusca,511,25.55,11,transboundary
W-Msc-420721,Lunarca ovalis,Animalia,Mollusca,1142,57.1,20,transboundary
W-Msc-420724,Arcopsis adamsi,Animalia,Mollusca,1061,53.05,17,transboundary
W-Msc-420728,Glycymeris decussata,Animalia,Mollusca,1035,51.75,18,transboundary
W-Msc-420729,Glycymeris spectralis,Animalia,Mollusca,720,36,15,transboundary
W-Msc-420730,Glycymeris undata,Animalia,Mollusca,862,43.1,15,transboundary
W-Msc-420731,Tucetona pectinata,Animalia,Mollusca,549,27.45,11,transboundary
W-Msc-420734,Pinctada longisquamosa,Animalia,Mollusca,515,25.75,11,transboundary
W-Msc-420737,Isognomon bicolor,Animalia,Mollusca,865,43.25,17,transboundary
W-Msc-420739,Atrina rigida,Animalia,Mollusca,624,31.2,13,transboundary
W-Msc-420740,Atrina seminuda,Animalia,Mollusca,1313,65.65,17,transboundary
W-Msc-420741,Atrina serrata,Animalia,Mollusca,535,26.75,11,transboundary
W-Msc-420742,Pinna carnea,Animalia,Mollusca,4060,203,40,transboundary
W-Msc-420748,Divarilima albicoma,Animalia,Mollusca,896,44.8,18,transboundary
W-Msc-420749,Lima caribaea,Animalia,Mollusca,570,28.5,14,transboundary
W-Msc-420751,Limaria pellucida,Animalia,Mollusca,1682,84.1,25,transboundary
W-Msc-420752,Limatula confusa,Animalia,Mollusca,4991,249.55,42,transboundary
W-Msc-420755,Limatula setifera,Animalia,Mollusca,1231,61.55,25,transboundary
W-Msc-420756,Limea bronniana,Animalia,Mollusca,924,46.2,18,transboundary
W-Msc-420768,Parvamussium cancellatum,Animalia,Mollusca,403,20.15,7,transboundary
W-Msc-420772,Spondylus americanus,Animalia,Mollusca,929,46.45,13,transboundary
W-Msc-420774,Dimya argentea,Animalia,Mollusca,872,43.6,18,transboundary
W-Msc-420775,Dimya tigrina,Animalia,Mollusca,749,37.45,15,transboundary
W-Msc-420776,Pododesmus rudis,Animalia,Mollusca,497,24.85,11,transboundary
W-Msc-420777,Crassostrea rhizophorae,Animalia,Mollusca,758,37.9,15,transboundary
W-Msc-420779,Dendostrea frons,Animalia,Mollusca,1170,58.5,20,transboundary
W-Msc-420781,Teskeyostrea weberi,Animalia,Mollusca,304,15.2,10,transboundary
W-Msc-420787,Codakia orbicularis,Animalia,Mollusca,118,5.9,4,transboundary
W-Msc-420788,Ctena orbiculata,Animalia,Mollusca,734,36.7,12,transboundary
W-Msc-420791,Lucina pensylvanica,Animalia,Mollusca,695,34.75,14,transboundary
W-Msc-420792,Lucinisca muricata,Animalia,Mollusca,938,46.9,14,transboundary
W-Msc-420793,Lucinisca nassula,Animalia,Mollusca,1157,57.85,18,transboundary
W-Msc-420796,Myrtea sagrinata,Animalia,Mollusca,912,45.6,15,transboundary
W-Msc-420800,Phacoides pectinata,Animalia,Mollusca,356,17.8,11,transboundary
W-Msc-420801,Pleurolucina leucocyma,Animalia,Mollusca,317,15.85,6,transboundary
W-Msc-420805,Conchocele bisecta,Animalia,Mollusca,2248,112.4,10,transboundary
W-Msc-420806,Diplodonta notata,Animalia,Mollusca,535,26.75,13,transboundary
W-Msc-420808,Diplodonta punctata,Animalia,Mollusca,1189,59.45,18,transboundary
W-Msc-420810,Phlyctiderma semiaspera,Animalia,Mollusca,360,18,10,transboundary
W-Msc-420813,Arcinella cornuta,Animalia,Mollusca,513,25.65,11,transboundary
W-Msc-420814,Chama congregata,Animalia,Mollusca,795,39.75,13,transboundary
W-Msc-420815,Chama florida,Animalia,Mollusca,462,23.1,10,transboundary
W-Msc-420817,Chama lactuca,Animalia,Mollusca,478,23.9,11,transboundary
W-Msc-420819,Chama sarda,Animalia,Mollusca,424,21.2,10,transboundary
W-Msc-420823,Erycina periscopiana,Animalia,Mollusca,422,21.1,10,transboundary
W-Msc-420830,Basterotia quadrata,Animalia,Mollusca,1213,60.65,17,transboundary
W-Msc-420834,Pleuromeris armilla,Animalia,Mollusca,263,13.15,7,transboundary
W-Msc-420835,Pleuromeris tridentata,Animalia,Mollusca,727,36.35,12,transboundary
W-Msc-420836,Pteromeris perplana,Animalia,Mollusca,494,24.7,10,transboundary
W-Msc-420837,Carditopsis smithii,Animalia,Mollusca,545,27.25,11,transboundary
W-Msc-420839,Astarte globula,Animalia,Mollusca,195,9.75,8,transboundary
W-Msc-420841,Astarte smithii,Animalia,Mollusca,852,42.6,18,transboundary
W-Msc-420842,Crassinella dupliniana,Animalia,Mollusca,518,25.9,10,transboundary
W-Msc-420843,Crassinella lunulata,Animalia,Mollusca,1139,56.95,17,transboundary
W-Msc-420845,Eucrassatella speciosa,Animalia,Mollusca,514,25.7,12,transboundary
W-Msc-420847,Americardia media,Animalia,Mollusca,1092,54.6,18,transboundary
W-Msc-420849,Anatina anatina,Animalia,Mollusca,178,8.9,4,transboundary
W-Msc-420851,Raeta plicatella,Animalia,Mollusca,913,45.65,16,transboundary
W-Msc-420855,Angulus agilis,Animalia,Mollusca,108,5.4,2,transboundary
W-Msc-420856,Angulus merus,Animalia,Mollusca,643,32.15,15,transboundary
W-Msc-420859,Angulus sybariticus,Animalia,Mollusca,258,12.9,5,transboundary
W-Msc-420862,Angulus texanus,Animalia,Mollusca,242,12.1,8,transboundary
W-Msc-420863,Angulus versicolor,Animalia,Mollusca,155,7.75,2,transboundary
W-Msc-420864,Arcopagia fausta,Animalia,Mollusca,423,21.15,12,transboundary
W-Msc-420865,Cymatoica orientalis,Animalia,Mollusca,591,29.55,12,transboundary
W-Msc-420869,Eurytellina lineata,Animalia,Mollusca,141,7.05,6,transboundary
W-Msc-420870,Eurytellina nitens,Animalia,Mollusca,246,12.3,8,transboundary
W-Msc-420873,Laciolina magna,Animalia,Mollusca,251,12.55,5,transboundary
W-Msc-420876,Macoma carlottensis,Animalia,Mollusca,269,13.45,2,transboundary
W-Msc-420882,Macoma pseudomera,Animalia,Mollusca,518,25.9,10,transboundary
W-Msc-420883,Macoma pulleyi,Animalia,Mollusca,284,14.2,9,transboundary
W-Msc-420884,Macoma tageliformis,Animalia,Mollusca,733,36.65,14,transboundary
W-Msc-420889,Scissula candeana,Animalia,Mollusca,412,20.6,10,transboundary
W-Msc-420892,Scissula similis,Animalia,Mollusca,532,26.6,12,transboundary
W-Msc-420895,Strigilla mirabilis,Animalia,Mollusca,1099,54.95,22,transboundary
W-Msc-420900,Tellina radiata,Animalia,Mollusca,801,40.05,16,transboundary
W-Msc-420901,Tellinella listeri,Animalia,Mollusca,542,27.1,11,transboundary
W-Msc-420903,Donax fossor,Animalia,Mollusca,112,5.6,1,singlecountry
W-Msc-420904,Donax texasianus,Animalia,Mollusca,86,4.3,2,transboundary
W-Msc-420907,Heterodonax bimaculatus,Animalia,Mollusca,243,12.15,6,transboundary
W-Msc-420909,Sanguinolaria sanguinolenta,Animalia,Mollusca,250,12.5,8,transboundary
W-Msc-420912,Ervilia nitens,Animalia,Mollusca,628,31.4,12,transboundary
W-Msc-420914,Semele bellastriata,Animalia,Mollusca,731,36.55,12,transboundary
W-Msc-420915,Semele proficua,Animalia,Mollusca,889,44.45,13,transboundary
W-Msc-420916,Semele purpurascens,Animalia,Mollusca,534,26.7,12,transboundary
W-Msc-420917,Semelina nuculoides,Animalia,Mollusca,1302,65.1,22,transboundary
W-Msc-420926,Polymesoda caroliniana,Animalia,Mollusca,285,14.25,7,transboundary
W-Msc-420933,Chione mazyckii,Animalia,Mollusca,765,38.25,13,transboundary
W-Msc-420935,Dosinia elegans,Animalia,Mollusca,596,29.8,12,transboundary
W-Msc-420939,Gouldia cerina,Animalia,Mollusca,758,37.9,13,transboundary
W-Msc-420942,Lirophora latilirata,Animalia,Mollusca,467,23.35,9,transboundary
W-Msc-420943,Lirophora paphia,Animalia,Mollusca,575,28.75,12,transboundary
W-Msc-420945,Macrocallista nimbosa,Animalia,Mollusca,168,8.4,2,transboundary
W-Msc-420946,Parastarte triquetra,Animalia,Mollusca,374,18.7,10,transboundary
W-Msc-420948,Pitar albidus,Animalia,Mollusca,3187,159.35,36,transboundary
W-Msc-420949,Pitar arestus,Animalia,Mollusca,767,38.35,16,transboundary
W-Msc-420952,Pitar fulminatus,Animalia,Mollusca,971,48.55,18,transboundary
W-Msc-420955,Pitar simpsoni,Animalia,Mollusca,703,35.15,13,transboundary
W-Msc-420956,Pitar zonatus,Animalia,Mollusca,498,24.9,12,transboundary
W-Msc-420958,Puberella intapurpurea,Animalia,Mollusca,149,7.45,6,transboundary
W-Msc-420969,Transennella stimpsoni,Animalia,Mollusca,511,25.55,12,transboundary
W-Msc-420984,Gastrochaena ovata,Animalia,Mollusca,2185,109.25,28,transboundary
